Gene ID	Gene Name	SRR934360	SRR934366	SRR934364	SRR934370	SRR934361	SRR934362	SRR934365	SRR934363	SRR934367	SRR934368	SRR934369
ENSG00000177106	EPS8L2	6023	1861	2633	2890	2514	5557	2921	4927	3396	4556	1240
ENSG00000177108	ZDHHC22	5	1	4	0	13	4	0	4	2	0	375
ENSG00000177112	IRAG1-AS1	0	0	0	1	1	2	2	0	0	2	0
ENSG00000177119	ANO6	2361	1830	2153	4827	710	2116	2141	1702	2351	3916	1381
ENSG00000177125	ZBTB34	1290	398	587	371	281	755	556	751	831	1318	611
ENSG00000177133	PRDM16-DT	1701	116	754	218	1282	1854	184	1215	523	480	495
ENSG00000177138	FAM9B	0	1	2	1	0	0	0	0	0	0	1
ENSG00000177143	CETN1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177144	NUDT4B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177150	FAM210A	858	535	600	432	346	756	659	816	750	1072	1000
ENSG00000177151	OR2T35	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177156	TALDO1	7584	2751	4514	3711	3623	7905	6533	7139	5508	9560	3829
ENSG00000177169	ULK1	2943	1405	2146	1314	1609	3459	1845	3074	2444	1885	4234
ENSG00000177173	NAP1L4P1	22	6	16	7	11	20	12	15	24	19	10
ENSG00000177174	OR14C36	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177181	RIMKLA	375	8	184	30	120	187	27	168	98	44	299
ENSG00000177182	CLVS1	60	5	48	3	18	52	6	42	27	3	16
ENSG00000177186	OR2M7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177189	RPS6KA3	4337	2097	3976	5052	1392	3330	5929	2999	4471	4300	7717
ENSG00000177191	B3GNT8	62	362	51	333	27	92	398	60	160	39	13
ENSG00000177192	PUS1	638	277	484	311	311	689	471	450	457	872	635
ENSG00000177197	PCNPP5	1	0	1	2	0	0	1	1	0	1	1
ENSG00000177200	CHD9	4189	1004	3321	1614	1496	3992	2300	3772	3993	2959	3115
ENSG00000177201	OR2T12	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177202	SPACA4	0	0	4	1	0	12	0	1	0	0	1
ENSG00000177212	OR2T33	2	0	0	1	0	1	1	1	4	0	1
ENSG00000177225	GATD1	3694	1107	1794	1699	1617	3408	2490	2729	2531	2341	1783
ENSG00000177233	OR2M1P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177234	LINC01561	2	1	2	0	0	4	0	0	0	0	1
ENSG00000177238	TRIM72	1	1	5	1	2	6	3	0	3	0	3
ENSG00000177239	MAN1B1	3980	2030	2607	2674	1896	4413	4173	3403	3746	3636	3464
ENSG00000177243	DEFB103B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177257	DEFB4B	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177261	ENSAP3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177272	KCNA3	13	2	85	22	4	114	202	8	96	10	4
ENSG00000177275	OR2AJ1	2	0	2	0	1	1	1	1	3	2	2
ENSG00000177283	FZD8	2636	221	1470	343	705	1615	406	1381	1209	1168	1399
ENSG00000177291	GJD4	0	0	1	18	1	2	3	0	3	0	0
ENSG00000177294	FBXO39	2	4	5	5	1	5	4	5	6	0	2
ENSG00000177300	CLDN22	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177301	KCNA2	87	1	251	23	66	147	176	62	125	0	232
ENSG00000177302	TOP3A	880	352	763	345	412	803	636	872	783	665	819
ENSG00000177303	CASKIN2	2511	1121	1639	2208	918	2252	1704	2114	2165	2176	999
ENSG00000177306	OR7E125P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177311	ZBTB38	6754	1513	3534	2660	1606	3878	4469	4165	4632	2618	5608
ENSG00000177324	BEND2	0	0	0	0	0	2	1	0	0	0	3
ENSG00000177335	C8orf31	323	75	285	36	125	581	37	288	190	783	149
ENSG00000177337	DLGAP1-AS1	333	184	437	154	162	524	263	294	236	614	487
ENSG00000177338	LINC00469	0	0	0	0	0	0	0	1	0	0	0
ENSG00000177340	FLJ13224	3	1	2	1	1	7	5	6	7	4	7
ENSG00000177350	RPL13AP3	1	0	0	1	1	1	3	1	0	0	0
ENSG00000177352	CCDC71	2231	723	892	754	761	1479	1137	1461	1360	1455	951
ENSG00000177354	C10orf71	0	0	0	0	2	2	0	0	0	0	0
ENSG00000177359		17	2	9	3	9	32	3	8	15	4	10
ENSG00000177363	LRRN4CL	269	0	157	13	70	131	14	157	92	2	0
ENSG00000177369	FLJ40194	0	2	0	0	1	1	2	0	0	1	3
ENSG00000177370	TIMM22	1397	463	700	532	518	1134	873	981	936	712	818
ENSG00000177374	HIC1	718	137	697	187	278	820	365	714	527	148	103
ENSG00000177380	PPFIA3	475	230	312	171	282	490	273	335	295	296	361
ENSG00000177383	MAGEF1	3926	2654	1562	2312	1326	2736	3427	2614	2962	1712	2195
ENSG00000177398	UMODL1	2	1	3	0	0	1	1	1	0	43	0
ENSG00000177400	OR7E8P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177406	NINJ2-AS1	1339	298	618	379	328	731	785	611	679	721	513
ENSG00000177409	SAMD9L	712	434	1986	955	263	1545	2179	986	1838	515	768
ENSG00000177410	ZFAS1	2445	935	1147	787	476	2104	1161	1215	1096	1070	671
ENSG00000177414	UBE2U	3	0	1	0	0	1	1	0	2	3	0
ENSG00000177418		2	0	0	0	0	2	0	2	1	0	0
ENSG00000177425	PAWR	3630	1055	2974	1419	1350	3821	2043	2902	2873	1669	2564
ENSG00000177426	TGIF1	3380	1291	2441	952	884	1999	1369	1923	1810	4091	3010
ENSG00000177427	MIEF2	1881	891	1548	1155	862	2413	1226	1810	1390	1115	1335
ENSG00000177432	NAP1L5	1367	290	888	430	480	1207	712	1156	818	257	1131
ENSG00000177447	CBX3P1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177452		0	0	0	0	0	0	0	0	0	0	0
ENSG00000177453	NIM1K	64	5	36	20	32	61	58	55	41	19	272
ENSG00000177455	CD19	12	5	212	33	5	224	568	4	158	2	0
ENSG00000177459	ERICH5	43	10	29	21	5	19	23	23	26	22	20
ENSG00000177462	OR2T8	19	0	3	6	16	18	8	8	11	6	18
ENSG00000177463	NR2C2	3226	841	1781	1171	1515	2399	1482	2604	2533	2901	2437
ENSG00000177464	GPR4	145	367	179	402	63	319	286	119	387	147	561
ENSG00000177465	ACOT4	98	37	66	49	35	142	162	71	112	795	84
ENSG00000177468	OLIG3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177469	CAVIN1	13689	10631	17363	16420	5410	15822	12006	11928	12332	8678	6107
ENSG00000177476	OR2G3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177479	ARIH2	3858	1603	2646	1508	1870	3565	2433	3192	2846	3269	3095
ENSG00000177483	RBM44	21	4	15	26	21	43	17	13	22	5	2
ENSG00000177485	ZBTB33	2480	1465	2116	1825	824	2331	2583	2070	2648	1987	3446
ENSG00000177489	OR2G2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177494	ZBED2	9758	3108	15838	1885	2541	12050	2875	9341	4198	5550	862
ENSG00000177504	VCX2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000177508	IRX3	106	134	248	276	137	177	810	146	557	148	82
ENSG00000177511	ST8SIA3	9	0	0	0	12	0	0	1	1	0	0
ENSG00000177519	RPRM	71	3	40	1	17	44	49	31	16	15	2
ENSG00000177535	OR2B11	0	0	4	0	0	9	1	0	1	0	1
ENSG00000177542	SLC25A22	644	293	632	673	318	941	953	690	813	618	304
ENSG00000177548	RABEP2	1699	789	994	1058	795	1811	1611	1197	1422	644	1795
ENSG00000177551	NHLH2	0	0	0	1	0	0	1	0	0	0	2
ENSG00000177553	C1orf167-AS1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177556	ATOX1	3037	984	1635	937	1315	3581	2284	2263	1755	2990	4665
ENSG00000177558	FAM187B	1	2	0	0	0	1	0	0	0	0	1
ENSG00000177565	TBL1XR1	15288	4294	8446	4236	5577	12781	7150	10026	8584	9840	7778
ENSG00000177570	SAMD12	2576	759	1304	1566	900	1692	1956	1704	2268	2189	1086
ENSG00000177575	CD163	114	246	1794	346	35	726	3729	336	846	392	247
ENSG00000177576	C18orf32	784	145	199	189	200	436	298	436	324	274	509
ENSG00000177586	OR7E149P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177590	GIMAP3P	3	0	0	0	0	2	0	0	0	0	0
ENSG00000177595	PIDD1	463	223	509	414	584	1152	648	373	637	421	324
ENSG00000177596		0	0	0	0	0	0	0	0	0	0	0
ENSG00000177599	ZNF491	109	23	55	52	52	72	55	72	58	50	81
ENSG00000177600	RPLP2	24081	9005	14053	13142	7673	29502	20627	15402	15758	16980	6699
ENSG00000177602	HASPIN	0	4	16	5	2	13	47	2	21	5	9
ENSG00000177606	JUN	46574	7503	50008	6513	3929	45008	3586	18265	58974	32038	8001
ENSG00000177613	CSTF2T	2593	716	1506	801	852	1743	1445	2104	1545	1484	1495
ENSG00000177614	PGBD5	872	138	321	49	421	462	470	624	462	146	2505
ENSG00000177627	C12orf54	21	17	10	13	9	14	6	6	9	5	21
ENSG00000177628	GBA	2112	594	1491	727	848	1792	1484	1971	1247	1816	2348
ENSG00000177640	CASC2	653	103	387	122	276	527	127	558	294	267	773
ENSG00000177646	ACAD9	2037	768	1313	963	924	1807	1546	1761	1468	2397	1730
ENSG00000177663	IL17RA	1371	571	1498	738	514	1571	1657	1271	1451	707	738
ENSG00000177666	PNPLA2	4188	2194	3462	2548	2038	5456	3446	3626	3485	6693	1252
ENSG00000177669	MBOAT4	1	1	5	0	1	5	6	2	2	3	4
ENSG00000177673	TEX44	0	0	2	1	1	3	0	0	1	0	0
ENSG00000177674	AGTRAP	1998	1599	1338	1248	888	1959	3003	1385	1866	1140	1598
ENSG00000177675	CD163L1	15	6	97	21	8	66	125	94	82	60	7
ENSG00000177679	SRRM3	117	348	116	126	66	119	240	53	232	77	87
ENSG00000177683	THAP5	2173	624	1071	707	860	1777	913	1506	1432	1132	2514
ENSG00000177684	DEFB114	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177685	CRACR2B	301	237	169	442	132	253	797	177	333	270	23
ENSG00000177688	SUMO4	3	0	1	0	1	4	0	2	1	2	2
ENSG00000177689	MAGEB10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177692	DNAJC28	487	109	140	108	127	260	183	303	238	347	243
ENSG00000177693	OR4F4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177694	NAALADL2	423	155	392	266	137	517	258	375	403	1759	513
ENSG00000177697	CD151	11170	9405	5007	14641	3932	6452	14065	7762	7620	10092	4332
ENSG00000177699		0	6	4	14	0	4	33	0	6	0	0
ENSG00000177700	POLR2L	5133	2221	2792	3559	1924	5541	5000	3791	3952	3743	2566
ENSG00000177706	FAM20C	1698	1212	1098	871	694	1869	1841	1780	1636	1228	606
ENSG00000177707	NECTIN3	4870	1362	2641	3857	1400	3668	4504	3160	6194	765	2120
ENSG00000177710	SLC35G5	0	3	1	0	2	3	1	1	2	2	0
ENSG00000177721	ANXA2R	35	12	42	35	17	84	223	38	62	15	14
ENSG00000177725		0	0	0	0	0	1	0	0	1	0	0
ENSG00000177728	TMEM94	5405	1680	3742	2978	2329	4368	3428	3157	3855	4595	3053
ENSG00000177731	FLII	5294	3634	4705	4656	2630	5396	6444	4520	5626	5327	3898
ENSG00000177732	SOX12	1684	661	703	862	892	1426	1290	1470	1647	991	1392
ENSG00000177733	HNRNPA0	10620	4615	9955	4689	4127	10364	6284	8380	7923	5644	6915
ENSG00000177736	FXNP2	0	0	2	0	0	0	0	0	0	0	0
ENSG00000177738		102	28	106	57	50	124	209	86	143	53	97
ENSG00000177752	YIPF7	4	0	8	0	4	4	1	2	3	0	4
ENSG00000177757	FAM87B	2	2	2	4	2	4	2	2	4	2	3
ENSG00000177770	CDKN2AIPNLP1	1	0	2	0	0	1	2	1	0	1	2
ENSG00000177776	RPS2P2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177788		51	5	46	12	17	34	21	37	23	82	65
ENSG00000177791	MYOZ1	185	18	107	31	69	246	105	141	161	52	87
ENSG00000177800	TMEM78	1	0	0	0	0	0	0	0	0	2	1
ENSG00000177803	YWHAQP4	0	0	1	0	0	0	1	0	0	1	0
ENSG00000177807	KCNJ10	76	35	33	10	26	58	180	12	36	23	12
ENSG00000177822	TENM3-AS1	77	2	106	10	23	120	6	108	40	918	236
ENSG00000177830	CHID1	5542	2037	2959	3150	2122	4567	5357	4189	4324	5201	2829
ENSG00000177839	PCDHB9	48	22	28	29	21	49	6	58	19	1	6
ENSG00000177842	ZNF620	332	54	178	81	98	248	120	286	223	205	148
ENSG00000177853	ZNF518A	2426	615	2108	774	1480	2805	996	2199	1656	1744	1151
ENSG00000177854	TMEM187	514	211	305	245	236	612	533	414	432	433	641
ENSG00000177855	CACYBPP2	0	0	0	0	0	0	0	1	1	1	0
ENSG00000177868	SVBP	707	258	361	313	253	594	467	455	391	414	266
ENSG00000177873	ZNF619	428	101	218	120	127	248	218	361	272	312	327
ENSG00000177875	CCDC184	51	12	9	19	12	53	13	27	52	4	45
ENSG00000177879	AP3S1	2051	555	1290	714	613	1763	1419	1286	1323	776	1177
ENSG00000177885	GRB2	7309	2767	5253	3597	2632	6064	7994	5216	5906	8133	5975
ENSG00000177888	ZBTB41	2244	562	1636	824	696	1847	1308	1920	1642	1744	2857
ENSG00000177889	UBE2N	3152	1104	2591	1430	1282	3573	2527	2447	2212	2109	2751
ENSG00000177910	SPATA31C2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000177917	ARL6IP6	669	303	682	425	228	677	533	536	593	762	254
ENSG00000177932	ZNF354C	589	119	529	160	192	503	215	613	424	619	715
ENSG00000177938	CAPZA3	0	0	0	0	0	0	0	1	0	0	0
ENSG00000177943	MAMDC4	630	257	555	489	718	921	501	467	641	468	385
ENSG00000177946	CENPBD1	680	315	472	369	288	670	527	689	574	757	866
ENSG00000177947	ODF3	0	0	2	1	1	6	0	2	0	0	0
ENSG00000177951	BET1L	4154	1407	2470	2135	1801	3591	3336	3471	3249	2855	2615
ENSG00000177954	RPS27	18553	5011	11159	5630	4299	19604	10652	10596	10315	10359	4596
ENSG00000177963	RIC8A	5260	1815	3555	2486	2062	4605	4312	4268	4144	4523	2853
ENSG00000177971	IMP3	1892	637	929	923	669	1329	1669	1064	1244	801	949
ENSG00000177981	ASB8	2233	602	1276	837	788	1570	1372	1677	1356	1522	2739
ENSG00000177984	LCN15	0	0	0	0	0	2	0	0	0	6	0
ENSG00000177989	ODF3B	646	260	1168	724	775	2300	1358	501	735	672	532
ENSG00000177990	DPY19L2	579	119	686	285	1148	1166	166	438	436	328	770
ENSG00000177992	SPATA31E1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177993	ZNRF3-AS1	12	7	21	8	8	39	9	16	13	6	6
ENSG00000177994	C2orf73	84	3	39	2	30	91	9	45	27	42	38
ENSG00000178015	GPR150	2	1	3	1	0	4	12	0	9	1	0
ENSG00000178021	TSPYL6	0	0	0	0	3	4	0	0	3	0	0
ENSG00000178026	LRRC75B	2753	522	1426	531	3139	3326	592	2495	1250	2100	3358
ENSG00000178028	DMAP1	2388	1009	1652	1078	1383	2719	1501	1876	1575	1345	1515
ENSG00000178031	ADAMTSL1	136	46	117	68	66	198	92	154	157	11	53
ENSG00000178033	CALHM5	76	46	54	216	35	86	146	51	151	57	142
ENSG00000178035	IMPDH2	5697	3577	5185	2710	2055	5751	4060	4438	4666	4999	3749
ENSG00000178038	ALS2CL	2424	1971	2428	2782	1952	3507	2502	1590	3093	2988	1273
ENSG00000178053	MLF1	1271	169	2851	204	556	3181	159	1738	587	32	433
ENSG00000178055	PRSS42P	2	1	8	1	2	1	1	4	0	4	1
ENSG00000178057	NDUFAF3	4937	1405	2423	2207	1877	4446	3355	3615	2902	2826	2546
ENSG00000178074	C2orf69	992	211	904	381	346	1116	624	872	696	791	629
ENSG00000178075	GRAMD1C	602	269	721	149	172	727	400	497	444	1774	797
ENSG00000178078	STAP2	1266	639	1001	719	516	1188	1264	950	1320	2865	386
ENSG00000178081	ULK4P3	3	0	2	0	0	2	1	2	1	6	1
ENSG00000178082	TWF1P1	42	8	28	20	13	39	24	22	31	18	50
ENSG00000178084	HTR3C	9	0	2	0	2	0	0	4	3	0	0
ENSG00000178093	TSSK6	140	20	49	22	44	79	106	44	56	85	133
ENSG00000178096	BOLA1	906	258	442	353	345	763	501	649	537	533	716
ENSG00000178104	PDE4DIP	1020	690	1080	1114	393	1088	3161	786	1561	676	1242
ENSG00000178105	DDX10	1416	358	890	417	426	1063	723	1009	775	770	764
ENSG00000178107		0	0	1	0	0	1	0	0	0	1	0
ENSG00000178115	GOLGA8Q	18	0	7	4	1	10	0	7	6	0	3
ENSG00000178125	PPP1R42	49	4	35	17	32	79	13	37	24	8	30
ENSG00000178127	NDUFV2	25	10	24	10	20	27	23	19	18	23	18
ENSG00000178130	FAM27E5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178146	GK4P	2	0	0	0	0	0	0	0	1	0	0
ENSG00000178149	DALRD3	2132	622	1379	808	912	1867	1155	1492	1341	1876	1343
ENSG00000178150	ZNF114	581	96	99	85	212	262	136	430	260	418	465
ENSG00000178162	FAR2P2	52	6	38	8	37	41	12	52	37	13	12
ENSG00000178163	ZNF518B	2817	740	1691	1003	905	2054	1394	2311	2054	1748	1224
ENSG00000178171	AMER3	5	0	2	0	1	2	0	1	2	10	0
ENSG00000178172	SPINK6	1	0	0	10	0	0	2	0	1	1	0
ENSG00000178175	ZNF366	47	15	45	64	16	46	66	32	112	121	151
ENSG00000178177	LCORL	856	268	530	266	273	622	509	614	622	504	587
ENSG00000178184	PARD6G	3794	411	1816	304	1059	2310	695	2879	1457	956	756
ENSG00000178187	ZNF454	115	41	31	51	54	78	78	70	101	117	26
ENSG00000178188	SH2B1	4731	1612	3862	1970	2758	5191	2327	3621	2907	2826	3335
ENSG00000178199	ZC3H12D	28	65	115	42	19	153	302	31	119	9	10
ENSG00000178201	VN1R1	103	16	53	27	19	42	51	94	46	60	33
ENSG00000178202	POGLUT3	1288	299	1252	654	419	1202	957	939	1384	927	858
ENSG00000178209	PLEC	9002	4699	8442	8135	4209	8038	9779	6788	10479	11516	4908
ENSG00000178217	SH2D4B	16	1	5	1	1	26	6	10	11	26	6
ENSG00000178222	RNF212	451	339	360	97	278	492	86	423	382	219	540
ENSG00000178226	PRSS36	70	24	73	39	22	73	124	46	55	51	67
ENSG00000178229	ZNF543	399	74	225	140	120	258	184	322	272	272	255
ENSG00000178233	TMEM151B	4	0	6	2	3	3	2	2	0	1	10
ENSG00000178234	GALNT11	4580	1394	2786	2228	1716	3357	3440	3786	3298	2040	5049
ENSG00000178235	SLITRK1	0	0	0	0	0	4	1	0	0	0	1
ENSG00000178243	C9orf62	0	1	1	0	1	1	0	1	0	1	0
ENSG00000178248	FAM230I	0	1	2	0	4	1	2	2	2	0	0
ENSG00000178252	WDR6	10234	5396	7876	4688	6962	10884	4410	8454	7966	5053	7399
ENSG00000178257	PRM3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178279	TNP2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000178287	SPAG11A	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178295	GEN1	441	113	369	138	178	552	376	284	365	262	270
ENSG00000178297	TMPRSS9	17	15	23	15	33	38	4	15	15	34	11
ENSG00000178301	AQP11	185	53	150	52	79	184	102	129	113	108	75
ENSG00000178307	TMEM11	1075	420	602	462	409	883	780	801	655	1077	738
ENSG00000178338	ZNF354B	391	103	229	124	201	386	194	306	261	235	261
ENSG00000178342	KCNG2	7	1	10	2	2	6	3	10	2	6	6
ENSG00000178343	SHISA3	294	8	65	219	26	129	16	58	43	80	143
ENSG00000178358	OR2D3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178363	CALML3	2	0	1	0	2	1	0	0	0	0	0
ENSG00000178372	CALML5	0	0	0	0	0	0	0	1	0	1	0
ENSG00000178381	ZFAND2A	1258	313	560	401	462	2827	542	538	478	345	989
ENSG00000178385	PLEKHM3	2443	426	2007	592	654	1745	802	2075	1590	2608	1272
ENSG00000178386	ZNF223	95	27	28	41	29	60	68	84	62	90	64
ENSG00000178394	HTR1A	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178395	CCDC185	0	0	0	0	0	1	1	0	0	0	0
ENSG00000178397	FAM220A	1633	326	1025	444	428	1090	733	1000	725	941	873
ENSG00000178401	DNAJC22	1841	990	1275	660	935	1537	945	1693	1276	2656	3899
ENSG00000178403	NEUROG2	1	0	2	0	0	0	2	0	0	0	0
ENSG00000178404	CEP295NL	0	0	2	1	1	7	11	1	4	3	4
ENSG00000178409	BEND3	343	153	116	135	128	182	236	204	264	155	245
ENSG00000178412		5	0	5	0	0	4	1	5	0	0	2
ENSG00000178425	NT5DC1	4122	960	2043	1643	1562	3114	2151	3265	2561	4247	3113
ENSG00000178429	RPS3AP5	294	49	122	72	210	447	101	283	115	150	79
ENSG00000178440	TIMM23B-AGAP6	2	1	2	2	3	1	2	1	2	2	1
ENSG00000178445	GLDC	343	12	63	31	623	1953	97	3119	970	308	13
ENSG00000178449	COX14	2269	1004	1061	1014	725	2253	2249	1420	1259	996	2631
ENSG00000178457	LINC00314	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178458	H3P16	9	1	4	4	3	3	6	8	4	4	3
ENSG00000178460	MCMDC2	64	20	50	15	37	71	25	55	44	197	28
ENSG00000178462	TUBAL3	1	0	1	0	0	2	1	2	2	3	0
ENSG00000178464	RPL10P16	149	46	69	53	45	91	78	73	72	81	67
ENSG00000178467	P4HTM	3533	1904	2552	1750	1780	3924	3262	2762	3183	1421	5045
ENSG00000178473	UCN3	4	0	0	0	0	0	0	0	1	0	0
ENSG00000178498	DTX3	2297	851	2028	845	1520	2886	1130	2057	1528	417	2304
ENSG00000178502	KLHL11	199	29	117	49	67	157	63	170	184	156	388
ENSG00000178503	NECAP1P1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178522	AMBN	0	0	0	0	1	0	0	0	0	0	1
ENSG00000178531	CTXN1	120	764	132	667	80	205	503	106	296	46	481
ENSG00000178537	SLC25A20	1211	212	627	382	229	649	1039	755	539	5051	983
ENSG00000178538	CA8	17	7	11	1	3	8	19	11	29	18	5
ENSG00000178556	CKS1BP6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178562	CD28	13	3	213	33	5	399	265	23	172	8	13
ENSG00000178567	EPM2AIP1	6249	1503	3855	2107	2903	5512	2989	5456	4316	2591	3516
ENSG00000178568	ERBB4	1033	174	635	859	434	775	671	691	1286	50	485
ENSG00000178573	MAF	5043	1777	3981	2981	1455	3483	4020	3880	3976	693	2909
ENSG00000178585	CTNNBIP1	3013	829	1536	1644	1184	2601	2179	2296	2173	1703	1805
ENSG00000178586	OR6B3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178591	DEFB125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178596	GAPDHP29	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178597	PSAPL1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178602	OTOS	2130	91	821	397	1309	2392	515	1775	905	4443	2590
ENSG00000178605	GTPBP6	3150	1466	2103	1227	2087	1825	2106	2365	1071	2178	2263
ENSG00000178607	ERN1	1206	400	1398	740	703	1144	1359	1089	1013	1441	2510
ENSG00000178623	GPR35	30	26	74	35	76	75	78	45	44	116	20
ENSG00000178631	ACTG1P1	20	2	24	2	11	18	6	23	9	20	31
ENSG00000178636		0	0	0	0	1	0	0	4	0	0	2
ENSG00000178645	C10orf53	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178654	PPIAP33	0	0	1	0	2	0	0	0	2	0	1
ENSG00000178660	ARMC10P1	2	2	1	0	0	0	1	0	0	1	0
ENSG00000178662	CSRNP3	612	159	444	1125	208	590	797	517	893	334	137
ENSG00000178665	ZNF713	220	77	200	84	74	259	59	242	174	117	177
ENSG00000178685	PARP10	3126	1169	3196	2131	1365	3696	3889	1984	3129	1882	813
ENSG00000178690	DYNAP	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178691	SUZ12	2722	889	1990	942	998	2595	1705	2172	1995	2088	2746
ENSG00000178694	NSUN3	487	139	366	162	159	483	296	385	364	280	501
ENSG00000178695	KCTD12	3056	1756	4476	32832	1096	3613	11898	3311	4944	719	853
ENSG00000178700	DHFR2	1072	230	498	402	312	602	534	817	573	499	1010
ENSG00000178715		44	11	2	10	29	9	20	1	3	2	3
ENSG00000178718	RPP25	1594	253	630	386	523	752	996	1044	681	371	900
ENSG00000178719	GRINA	14296	6783	8306	7156	5694	11705	12426	11369	10258	22830	7589
ENSG00000178722	C5orf64	6	0	4	1	3	4	6	10	9	0	16
ENSG00000178723	GLULP4	1	0	0	0	2	3	0	1	0	0	0
ENSG00000178726	THBD	2849	473	3242	1345	1003	3242	1069	2279	2870	805	606
ENSG00000178732	GP5	61	4	50	9	21	40	19	48	25	93	29
ENSG00000178734	LMO7DN	0	0	5	17	3	10	1	0	5	1	1
ENSG00000178741	COX5A	3735	1293	2063	1422	1558	3613	2986	2809	2276	4624	2916
ENSG00000178750	STX19	2	1	11	1	1	9	1	1	9	3	7
ENSG00000178752	ERFE	730	663	603	904	123	160	1417	385	2015	157	83
ENSG00000178761	FAM219B	889	364	671	423	407	895	694	846	821	2922	439
ENSG00000178762	H2BC2P	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178764	ZHX2	3266	1838	1609	2649	917	2251	2566	2317	3308	1652	1555
ENSG00000178772	CPN2	3	0	3	2	4	0	0	0	0	0	4
ENSG00000178773	CPNE7	10	1	38	18	8	48	154	6	26	2	3
ENSG00000178776	C5orf46	0	1	0	2	0	2	5	0	3	11	10
ENSG00000178789	CD300LB	12	6	69	24	2	68	22	15	36	7	8
ENSG00000178795	GDPD4	4	0	2	2	0	3	2	0	1	1	1
ENSG00000178796	RIIAD1	3	0	0	0	0	2	0	0	0	0	0
ENSG00000178802	MPI	2621	722	1683	954	1026	2376	1501	1830	1755	3286	1225
ENSG00000178803	ADORA2A-AS1	2	3	5	2	6	8	3	9	5	2	0
ENSG00000178804	H1-8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178809	TRIM73	0	0	1	1	5	2	1	1	1	1	2
ENSG00000178814	OPLAH	559	169	359	323	322	470	306	402	268	1847	331
ENSG00000178821	TMEM52	66	15	38	8	20	45	33	44	25	541	15
ENSG00000178826	TMEM139	1560	55	646	26	166	967	125	1048	631	6696	182
ENSG00000178828	RNF186	0	0	0	0	0	0	1	0	0	2	0
ENSG00000178836		0	0	0	0	0	0	0	0	0	0	0
ENSG00000178852	EFCAB13	292	246	262	347	401	543	616	220	575	279	570
ENSG00000178860	MSC	43	12	104	19	29	120	130	65	87	4	2
ENSG00000178878	APOLD1	1852	797	6118	3226	462	4675	2137	2606	3259	1160	1784
ENSG00000178882	RFLNA	16	7	15	6	3	19	30	20	34	9	8
ENSG00000178896	EXOSC4	694	365	301	321	357	708	645	453	508	678	526
ENSG00000178904	DPY19L3	3512	803	2284	953	1404	2813	1422	3124	2295	1087	3358
ENSG00000178913	TAF7	9036	3208	6321	3573	3006	8010	5415	6271	5547	5667	8747
ENSG00000178917	ZNF852	97	16	93	30	38	112	41	93	65	52	94
ENSG00000178919	FOXE1	58197	5950	8917	8494	10822	18462	16094	36816	26632	39650	40286
ENSG00000178921	PFAS	1017	353	704	358	496	816	598	659	781	791	885
ENSG00000178922	HYI	0	0	0	0	0	0	0	0	0	0	0
